player,message,label,type
Luna#Anne,Gg,positive,voice
Luna#Anne, nice shot,positive,voice
bbf mo to #coco,ggs,positive,voice
bbf mo to #coco, nt,positive,voice
bbf mo to #coco, nice try. ,positive,voice
0,GGs,positive,voice
0, Goodhalf,positive,voice
0, Nice game,positive,voice
Deep Voice Egirl#aira,GGS,positive,voice
Deep Voice Egirl#aira, NS,positive,voice
Deep Voice Egirl#aira, NC1,positive,voice
you cant fix me#vrsce,nt,positive,voice
you cant fix me#vrsce, ns,positive,voice
you cant fix me#vrsce, n1,positive,voice
LapLap Pooh#PLPNS,Nice try,positive,voice
LapLap Pooh#PLPNS, nice shot,positive,voice
Rev1lo#haze,nice shot,positive,voice
Rev1lo#haze, nice try ,positive,voice
Rev1lo#haze, its okay,positive,voice
Rev1lo#haze, not bad and another try,positive,voice
Shaquille Reneel #ong,nt,positive,voice
Shaquille Reneel #ong, GLHF,positive,voice
Shaquille Reneel #ong, GGS,positive,voice
Shaquille Reneel #ong, gh,positive,voice
Shaquille Reneel #ong, 'HAHAHA' (when u and your enemy whiff on each other) ,positive,voice
Adobs#SiR,You are so good,positive,voice
Adobs#SiR, NS,positive,voice
TRB Chimkemn #star,nt,positive,voice
Mar #1428,Good shot,positive,voice
Mar #1428, nice g,positive,voice
Mar #1428, gg,positive,voice
Mar #1428, wp,positive,voice
Mar #1428, nice one,positive,voice
Danizue#GF2,Nice G,positive,voice
Danizue#GF2, GeeGee,positive,voice
Walrider#1139,nice,positive,voice
Walrider#1139, ty,positive,voice
Danizue#GF2,Nice G,positive,voice
Danizue#GF2, GeeGee,positive,voice
Birkin#POM,GG,positive,voice
Birkin#POM, Nice one,positive,voice
Birkin#POM, good job,positive,voice
0,gg,positive,voice
NinJayx#5601,Gg,positive,voice
NinJayx#5601, nice shot,positive,voice
NinJayx#5601, Good half,positive,voice
hecs#2OO1,NT,positive,voice
hecs#2OO1, GG,positive,voice
hecs#2001,NT,positive,voice
hecs#2001, GG,positive,voice
NinJayx#5601,Ggs,positive,voice
NinJayx#5601, galing,positive,voice
indophenol#blue,nice shot,positive,voice
indophenol#blue, ns,positive,voice
indophenol#blue, wp,positive,voice
indophenol#blue, well played,positive,voice
indophenol#blue, ggs,positive,voice
indophenol#blue, bawi tayo,positive,voice
indophenol#blue, winnable,positive,voice
K45oyik #1206,Well done guys,positive,voice
K45oyik #1206, keep it up,positive,voice
VACation #8952,wp,positive,voice
Daemon#jmavy,ggwp,positive,voice
I dont play anymore haha,gg,positive,voice
I dont play anymore haha, nt,positive,voice
0,Nays one,positive,voice
0, GG,positive,voice
0, Nice try,positive,voice
pheyb #ajn,nice try,positive,voice
pheyb #ajn, nice game,positive,voice
pheyb #ajn, good game,positive,voice
pheyb #ajn,,positive,voice
hecs#2OO1,GG,positive,voice
hecs#2OO1, NT,positive,voice
nakamoto yuta#127,nt,positive,voice
nakamoto yuta#127, its okay,positive,voice
nakamoto yuta#127, gg,positive,voice
valkri#4126,Nice!,positive,voice
valkri#4126, Thanks for the game,positive,voice
valkri#4126, Nice comms,positive,voice
Vellium #3189,GGS,positive,voice
Vellium #3189, NCG,positive,voice
Vellium #3189, GLHF,positive,voice
Vellium #3189, NT,positive,voice
Alexis#Sol,ggs,positive,voice
Alexis#Sol, nice one,positive,voice
Alexis#Sol, nice shot,positive,voice
Hamburger#pls,Ggs,positive,voice
Hamburger#pls, ns,positive,voice
Hamburger#pls, wp,positive,voice
0,nice try,positive,voice
0, GLHF,positive,voice
0, GGWP,positive,voice
0,ggwp,positive,voice
0, nice game,positive,voice
Sourcrem #potat,Well played,positive,voice
Sourcrem #potat, SHEEEEEESH,positive,voice
Sourcrem #potat, you're so good,positive,voice
Sourcrem #potat, let's duo,positive,voice
オーケー # euri,Great,positive,voice
オーケー # euri, good shot,positive,voice
オーケー # euri, nice aim ,positive,voice
Aei#3633,nt,positive,voice
Aei#3633, it's okay,positive,voice
0,Nc1,positive,voice
0, WP,positive,voice
0, Can I borrow skin?,positive,voice
0, *asking for something with please*,positive,voice
0, I have money you can request,positive,voice
0, who want skin?,positive,voice
0, *suggesting strategies without degrading another player*,positive,voice
0, Nice try,positive,voice
Serakku#002,Nice shot,positive,voice
Serakku#002, good luck and have fun,positive,voice
Serakku#002, nice try,positive,voice
Serakku#002, encouraging words that gives positive vibes to the whole team.,positive,voice
Yummy hotdog #tomeh,nice try,positive,voice
Yummy hotdog #tomeh, bawi next round,positive,voice
Yummy hotdog #tomeh, winnable,positive,voice
Yummy hotdog #tomeh, kaya natin to,positive,voice
Kimchi#9161,Its okay,positive,voice
Kimchi#9161, nice try (nt),positive,voice
Kimchi#9161, we all have our days,positive,voice
monami#00626,well played,positive,voice
monami#00626," ""elegance"" ",positive,voice
AE Den#Pride,ggwp,positive,voice
AE Den#Pride, nice shot,positive,voice
ambag ko topfrag #mwaps,ur so good,positive,voice
Nanashi#1003,Nc,positive,voice
Nanashi#1003, ggs,positive,voice
Nanashi#1003, nt,positive,voice
crmldr#ciel,nicy try,positive,voice
crmldr#ciel,  don't worry its all good,positive,voice
crmldr#ciel, we can do it,positive,voice
crmldr#ciel, good game everyone,positive,voice
crmldr#ciel, great job,positive,voice
crmldr#ciel,  nice kill,positive,voice
crmldr#ciel, we can still win,positive,voice
Nishimiya#lia,“good luck have fun!”,positive,voice
Nishimiya#lia, “you're doing great”,positive,voice
Nishimiya#lia, “nice job”,positive,voice
Nishimiya#lia, “well done”,positive,voice
Nishimiya#lia, “well played”,positive,voice
Nishimiya#lia," 
“just enjoy the game”",positive,voice
Nishimiya#lia, “dont panick,positive,voice
Nishimiya#lia, you got this”,positive,voice
clementine #KAIS,nt,positive,voice
clementine #KAIS, GG,positive,voice
clementine #KAIS, good game,positive,voice
clementine #KAIS, good job,positive,voice
clementine #KAIS, nice work,positive,voice
clementine #KAIS, huge kill,positive,voice
SENPAI#81028,NICE,positive,voice
paupau#5534,Nice try,positive,voice
paupau#5534, That's okay,positive,voice
paupau#5534, Bawi,positive,voice
KingQueen#jeff,ggs,positive,voice
KingQueen#jeff, nc g,positive,voice
KingQueen#jeff, gh,positive,voice
KingQueen#jeff, wp,positive,voice
KingQueen#jeff, ns,positive,voice
KingQueen#jeff, ggwp,positive,voice
KingQueen#jeff, good comms,positive,voice
Isumi Tachiii #mpty,Nice try,positive,voice
Isumi Tachiii #mpty, ggs,positive,voice
Isumi Tachiii #mpty, thats okay,positive,voice
Isumi Tachiii #mpty, dont blame yourself ,positive,voice
UFC Hot Sauce #UFCHS,Nc shot,positive,voice
UFC Hot Sauce #UFCHS, nc and commend,positive,voice
Mushu#1120,Nice try,positive,voice
Mushu#1120, well-played,positive,voice
Mushu#1120, nice one,positive,voice
bbkakai #catto,Nt,positive,voice
bbkakai #catto, Kaya pa to,positive,voice
bbkakai #catto, comeback pa,positive,voice
0,nice one bro,positive,voice
noda#0000,wp,positive,voice
noda#0000, ns,positive,voice
Icewallowcome#bet,GG,positive,voice
Icewallowcome#bet, Nice try,positive,voice
Icewallowcome#bet, you did well,positive,voice
Icewallowcome#bet, nice shot,positive,voice
Leni Rebrimstone#yssa,GG,positive,voice
Leni Rebrimstone#yssa, GH,positive,voice
Leni Rebrimstone#yssa, GLHF,positive,voice
Leni Rebrimstone#yssa, NS,positive,voice
Leni Rebrimstone#yssa, ,positive,voice
LFT Crunchiee #1228,GGS,positive,voice
LFT Crunchiee #1228, WP,positive,voice
LFT Crunchiee #1228, NT,positive,voice
1T Draaaude #k1ng,so good,positive,voice
1T Draaaude #k1ng, Nice shot ,positive,voice
LikMaB#alls,Nice,positive,voice
LikMaB#alls, NT,positive,voice
LikMaB#alls, GGs,positive,voice
LikMaB#alls, Noice,positive,voice
LikMaB#alls, Laughs (5555,positive,voice
LikMaB#alls, wkwk,positive,voice
LikMaB#alls, HAHA,positive,voice
LikMaB#alls, etc.),positive,voice
LikMaB#alls, 88,positive,voice
LikMaB#alls, Nice one baby,positive,voice
LikMaB#alls, etc.,positive,voice
K4t4kuri #5030,gg,positive,voice
K4t4kuri #5030, nc g,positive,voice
K4t4kuri #5030, wp,positive,voice
K4t4kuri #5030,,positive,voice
egg #bonn,wp,positive,voice
egg #bonn, nice one,positive,voice
egg #bonn, good ult,positive,voice
egg #bonn, gg,positive,voice
Garou #5440,nt,positive,voice
Garou #5440, you are better chamber,positive,voice
ETOC Kiyo#2213,Nice shot,positive,voice
ETOC Kiyo#2213,sheesh,positive,voice
ETOC Kiyo#2213,nice one team,positive,voice
oyasumi#5643,NT,positive,voice
oyasumi#5643, nice shot,positive,voice
oyasumi#5643, dw abt it,positive,voice
oyasumi#5643, etc,positive,voice
SEN Ghost#2693,'Nice game' 'SHEESH' 'Nice one' 'Your so great',positive,voice
Miwa#0710,nc,positive,voice
Miwa#0710, wp (well played),positive,voice
Miwa#0710, ggwp (good game well played),positive,voice
Miwa#0710, nice shot,positive,voice
Miwa#0710, its okay,positive,voice
Miwa#0710, bawi tayo,positive,voice
Miwa#0710, sage ang cute mo,positive,voice
Miwa#0710, lets go!,positive,voice
Miwa#0710, kaya pa toh laban lang (during compe game),positive,voice
Miwa#0710, wag mo pansinin yon,positive,voice
Miwa#0710, kaya mo yan,positive,voice
Miwa#0710, loveyou sage thankyou sa heal,positive,voice
Miwa#0710, revive me jett (HAHAHAHAAHA),positive,voice
Miwa#0710, clutch battle pass oh,positive,voice
Miwa#0710, kiss kita pag na clutch mo.,positive,voice
CE somi#zenin,ggs,positive,voice
CE somi#zenin, gh,positive,voice
CE somi#zenin, wp,positive,voice
CE somi#zenin, good team,positive,voice
CE somi#zenin, good comms,positive,voice
YXA Wala#YSA,"ok
",positive,voice
GrimReaper#Prime,"""Nice game"" ""GG"" ""NC G"" ""Good Game"" ""nc g"" ""NC 1""",positive,voice
MasterBencion#111,Gg,positive,voice
MasterBencion#111, nt,positive,voice
MasterBencion#111, nc gggggg,positive,voice
MasterBencion#111, mb,positive,voice
MasterBencion#111, niceee,positive,voice
MasterBencion#111, nc shott,positive,voice
Ennaira#saint,ggs,positive,voice
Ennaira#saint, nice,positive,voice
Ennaira#saint, wp,positive,voice
ZALE#love,Nice try,positive,voice
ZALE#love, my bad,positive,voice
ZALE#love, nice game,positive,voice
ZALE#love, its okay,positive,voice
Ryuichii #2176,GGS,positive,voice
Ryuichii #2176, Nice Try,positive,voice
krazyybeeeee#barbs,Ggs,positive,voice
krazyybeeeee#barbs, Nice G,positive,voice
krazyybeeeee#barbs, Nice try,positive,voice
krazyybeeeee#barbs, It's fine,positive,voice
krazyybeeeee#barbs, at it's just a game.,positive,voice
Ryuichii #2176,GGS,positive,voice
Ryuichii #2176, NICE TRY,positive,voice
Sora#ODRI,Nice shot,positive,voice
Sora#ODRI, good aim,positive,voice
Sora#ODRI, you did fine,positive,voice
Sora#ODRI, okay lang yan bawi tayo next game,positive,voice
Ducky One#dace,Nt,positive,voice
Ducky One#dace, ggwp,positive,voice
Ducky One#dace, wp,positive,voice
Ducky One#dace, nice,positive,voice
Jsauce#1212,nice shot,positive,voice
Jsauce#1212, nice try,positive,voice
Jsauce#1212, sheeshh,positive,voice
Jsauce#1212, ggs,positive,voice
Jsauce#1212, good game,positive,voice
Jsauce#1212, nice one,positive,voice
Jsauce#1212, let's go!,positive,voice
GUYS Kensh1n #xenim,GGs,positive,voice
GUYS Kensh1n #xenim, GH,positive,voice
GUYS Kensh1n #xenim, NT,positive,voice
GUYS Kensh1n #xenim, Sheesh,positive,voice
GUYS Kensh1n #xenim, Nice G,positive,voice
GUYS Kensh1n #xenim, Good Job,positive,voice
GUYS Kensh1n #xenim, Beast,positive,voice
NissanSilvia S15 #Panda,Gg,positive,voice
NissanSilvia S15 #Panda, nice,positive,voice
NissanSilvia S15 #Panda, wp,positive,voice
NissanSilvia S15 #Panda, gh,positive,voice
NissanSilvia S15 #Panda, glhf,positive,voice
NissanSilvia S15 #Panda, wow,positive,voice
NissanSilvia S15 #Panda, sheesh,positive,voice
Hyacinth#6661,'nice try' 'it's ok,positive,voice
Hyacinth#6661, it's just a game' 'nice g' 'nice team work guys!',positive,voice
Ninsbaby#Ganda,Good Game,positive,voice
Ninsbaby#Ganda,GGS,positive,voice
Ninsbaby#Ganda,Nice One,positive,voice
Ninsbaby#Ganda,Thankyou,positive,voice
Double Dee # GGFL,GG,positive,voice
mommy #nicv,nt,positive,voice
P∆P SammyP #CMMA,Ggwp,positive,voice
P∆P SammyP #CMMA, u so good,positive,voice
P∆P SammyP #CMMA, nice shot.,positive,voice
iskay #0525,mostly,positive,voice
iskay #0525," i received ""nc""",positive,voice
iskay #0525," shortcut for ""nice"" and sheesh!",positive,voice
iskay #0525, wp (well played),positive,voice
iskay #0525, wow!,positive,voice
Yaroツ#pork,Gj,positive,voice
Yaroツ#pork,Nc1,positive,voice
Yaroツ#pork,Nice team,positive,voice
Yaroツ#pork,cool skin,positive,voice
Yaroツ#pork,Nice Trade,positive,voice
Yaroツ#pork,"GLHF!!
",positive,voice
RAAALD #3685,ggwp,positive,voice
RAAALD #3685, wp,positive,voice
RAAALD #3685, nice game,positive,voice
RAAALD #3685, glhf,positive,voice
RAAALD #3685, nice shot,positive,voice
RAAALD #3685, cheater ka ata eh ang galing mo,positive,voice
RAAALD #3685, sheesh.,positive,voice
Vaxi#Vaxi,Nice try,positive,voice
Vaxi#Vaxi,NT,positive,voice
Vaxi#Vaxi,Nice,positive,voice
Vaxi#Vaxi,anakan mo na ako,positive,voice
Vaxi#Vaxi,daddy,positive,voice
Vaxi#Vaxi,,positive,voice
Puppyz#5531,GGWPS,positive,voice
Puppyz#5531,NT,positive,voice
Puppyz#5531, nice one,positive,voice
Puppyz#5531, Nice Shot,positive,voice
Puppyz#5531, Goodjob guys,positive,voice
Puppyz#5531, WP,positive,voice
Puppyz#5531, Thanks ,positive,voice
rakeel #likea,Well played,positive,voice
rakeel #likea, nice aim,positive,voice
rakeel #likea, and nice kill,positive,voice
rakeel #likea,,positive,voice
kaitoch4n#khai,nice,positive,voice
kaitoch4n#khai,galing,positive,voice
Dayangca#2390,"""NT"" ",positive,voice
Dayangca#2390," ""GG""",positive,voice
Tap #0000,NICE KILL,positive,voice
Tap #0000, GGS,positive,voice
Tap #0000, WELL PLAYED,positive,voice
Tap #0000, GOOD HALF,positive,voice
Tap #0000, NICE ACE,positive,voice
Tap #0000, NAYSUUUUU,positive,voice
Tap #0000, OMG BABAE KA? AKO DIN,positive,voice
Tap #0000, wanna trio/5man after this game? Cuz u good.,positive,voice
Kay JV lang po#0629,Nice one sage,positive,voice
Kay JV lang po#0629,Nice kill and etc.,positive,voice
DROWHUNTER #2458,NC,positive,voice
DROWHUNTER #2458, NT ,positive,voice
DROWHUNTER #2458, Good Game,positive,voice
DROWHUNTER #2458, NS,positive,voice
Skyfish,ggs,positive,voice
Skyfish,nt,positive,voice
I hate Reyna#8591,TY,positive,voice
I hate Reyna#8591, Ncgame,positive,voice
I hate Reyna#8591,Good team,positive,voice
Player1#2110,nt (nice try),positive,voice
Player1#2110, mb (my bad),positive,voice
Player1#2110, its fine,positive,voice
Player1#2110, bawi tayo,positive,voice
Player1#2110, laro lang,positive,voice
Player1#2110, enjoy lang,positive,voice
Player1#2110, game lang,positive,voice
Markehfi #del,gg,positive,voice
Markehfi #del,niceg,positive,voice
Markehfi #del,glhf,positive,voice
Markehfi #del,nt,positive,voice
mangopie#pie,GG!,positive,voice
mangopie#pie, Good game!,positive,voice
mangopie#pie, Nice game,positive,voice
mangopie#pie, Nice try!,positive,voice
Daga #mouse,Nice try,positive,voice
Daga #mouse, unlucky,positive,voice
Daga #mouse, bawi tayo,positive,voice
Daga #mouse, kaya yan,positive,voice
Daga #mouse, and some are funny chats about the game,positive,voice
NRX Jae eon#999,Nice one,positive,voice
NRX Jae eon#999, well played,positive,voice
NRX Jae eon#999, sheesh,positive,voice
smithereens #1111,nice shots,positive,voice
smithereens #1111, nice aim,positive,voice
smithereens #1111, good job,positive,voice
smithereens #1111, ggwp,positive,voice
el cucuy#razon,nice shot,positive,voice
el cucuy#razon, nice try,positive,voice
el cucuy#razon, kaya natin to.,positive,voice
Hyde #JAAB,nt,positive,voice
Hyde #JAAB, ggs,positive,voice
Hyde #JAAB, wp,positive,voice
Sakit mo mahalin#Mayeh,Nice shot,positive,voice
Sakit mo mahalin#Mayeh, well played,positive,voice
Sakit mo mahalin#Mayeh, nice job,positive,voice
Sakit mo mahalin#Mayeh, well done,positive,voice
keshii#zZzzZ,nice,positive,voice
keshii#zZzzZ, wellplayed,positive,voice
keshii#zZzzZ, you're so good,positive,voice
keshii#zZzzZ, ggs,positive,voice
keshii#zZzzZ, NICE CLUTCH,positive,voice
Risa#6197,nt,positive,voice
Risa#6197, gg,positive,voice
Risa#6197, gh,positive,voice
Risa#6197, sorry mb ,positive,voice
Secrettt#shhh,Nice try,positive,voice
Secrettt#shhh, you'll improve,positive,voice
Secrettt#shhh, just keep practicing and giving tips ,positive,voice
SCE Nil#0227,niceeee g,positive,voice
SCE Nil#0227, nice to play with you guys,positive,voice
SCE Nil#0227, thankyou for play ,positive,voice
VALAR Lucifer #PEPE,GG,positive,voice
VALAR Lucifer #PEPE, gh,positive,voice
VALAR Lucifer #PEPE, n1,positive,voice
VALAR Lucifer #PEPE, wp,positive,voice
pancake #dgaf,nt,positive,voice
pancake #dgaf, good job,positive,voice
pancake #dgaf, nice,positive,voice
pancake #dgaf, good try,positive,voice
pancake #dgaf, good game,positive,voice
Zoey #0623,nice shot,positive,voice
Zoey #0623, u're so good,positive,voice
Neneng Makulit#tpcal,You're a good player,positive,voice
Neneng Makulit#tpcal, Play with you soon,positive,voice
Neneng Makulit#tpcal, GGS,positive,voice
Neneng Makulit#tpcal, and Had fun playing with you.,positive,voice
edwrd #oms,ggs,positive,voice
edwrd #oms, wp,positive,voice
edwrd #oms, ns,positive,voice
edwrd #oms, ncggs,positive,voice
edwrd #oms,nc1,positive,voice
edwrd #oms,nc baby,positive,voice
Son#8913,Ggwp,positive,voice
MINATOZAKIサナ #Maki,Nice recon ,positive,voice
MINATOZAKIサナ #Maki, nice trade,positive,voice
Lex #20000,Good job,positive,voice
BaconHart28 #NCT,GGS,positive,voice
Yoshsaturn#1130,Nice one!,positive,voice
Yoshsaturn#1130, ggs!,positive,voice
Yoshsaturn#1130, can I add u? U seem like a good person :D. ,positive,voice
0,nice one,positive,voice
0,NT,positive,voice
0, GGS,positive,voice
0,GGS,positive,voice
My Spinach Puffs #kronk,Gg,positive,voice
My Spinach Puffs #kronk, nt,positive,voice
My Spinach Puffs #kronk, nice,positive,voice
My Spinach Puffs #kronk, sheeeeesh,positive,voice
My Spinach Puffs #kronk, player diff,positive,voice
emjaycee#ASTRO,GGs,positive,voice
emjaycee#ASTRO, NC,positive,voice
emjaycee#ASTRO, sheeeeeeessshhh,positive,voice
emjaycee#ASTRO, AYE,positive,voice
emjaycee#ASTRO, GJ,positive,voice
SSES Cyt #J1228,GGS,positive,voice
SSES Cyt #J1228, NT,positive,voice
SSES Cyt #J1228, GH,positive,voice
SSES Cyt #J1228, GGWP,positive,voice
SSES Cyt #J1228, Nice Shot,positive,voice
Fleur Du Soleil #Asura,nt,positive,voice
Fleur Du Soleil #Asura, ns,positive,voice
hesoyam#ggez,Well played,positive,voice
hesoyam#ggez, GGWP,positive,voice
hesoyam#ggez, nice try,positive,voice
hesoyam#ggez, nt,positive,voice
bitWise#OPRTR,GG,positive,voice
bitWise#OPRTR, NT,positive,voice
bitWise#OPRTR, WP,positive,voice
bitWise#OPRTR, TY,positive,voice
bitWise#OPRTR, GGWP,positive,voice
0,glhf,positive,voice
0, gg,positive,voice
0, nice job,positive,voice
0, gj,positive,voice
wifenloof#Desuu,gg,positive,voice
wifenloof#Desuu, nt,positive,voice
wifenloof#Desuu, wp,positive,voice
wifenloof#Desuu, gh,positive,voice
wifenloof#Desuu, YOURE SO GOOD HOLY SHT.,positive,voice
Apollo #sol,Nc1 bro,positive,voice
Apollo #sol," ""yan ang sinasabi ko sayo",positive,voice
Apollo #sol," galing mo"" ",positive,voice
Di ko tanda ign ko. Mag answer nalang ako hahaha,Ggs,positive,voice
Di ko tanda ign ko. Mag answer nalang ako hahaha, nice game,positive,voice
Di ko tanda ign ko. Mag answer nalang ako hahaha, wanna play? ,positive,voice
fatee#rowr,nice tryyy,positive,voice
fatee#rowr, it's okayy,positive,voice
fatee#rowr, ggs,positive,voice
fatee#rowr, ggwp,positive,voice
fatee#rowr, nice ggg,positive,voice
fatee#rowr, galing mooo,positive,voice
fatee#rowr, woww u did itttt,positive,voice
Annastasius#Kath,Nc game,positive,voice
Annastasius#Kath, GGs,positive,voice
Annastasius#Kath, goodshot,positive,voice
Annastasius#Kath, nice kill,positive,voice
Annastasius#Kath, sheeeshable,positive,voice
Annastasius#Kath, nice try,positive,voice
B14SED#uWu,I believe in you,positive,voice
B14SED#uWu, gg,positive,voice
B14SED#uWu, ns,positive,voice
B14SED#uWu, thank you for the game,positive,voice
B14SED#uWu, you can do it,positive,voice
B14SED#uWu, gh,positive,voice
B14SED#uWu, good luck to your games!. ,positive,voice
R3DMATRIX#0609,gg,positive,voice
R3DMATRIX#0609, nt,positive,voice
R3DMATRIX#0609, gh,positive,voice
R3DMATRIX#0609, wp,positive,voice
R3DMATRIX#0609, nice one,positive,voice
R3DMATRIX#0609, sheesh,positive,voice
R3DMATRIX#0609, better,positive,voice
R3DMATRIX#0609, too good,positive,voice
R3DMATRIX#0609, too easy for you,positive,voice
ZeroTwo#Kneel,Thanks,positive,voice
ZeroTwo#Kneel,can you drop me?,positive,voice
ZeroTwo#Kneel, Nice one ,positive,voice
ZeroTwo#Kneel, go and clutch ,positive,voice
ZeroTwo#Kneel, clutch and you will get 1k cash,positive,voice
Zoe Potato#zoe,nc,positive,voice
Zoe Potato#zoe, sheeesh(when I did something unbelievable),positive,voice
Zoe Potato#zoe, u good,positive,voice
Zoe Potato#zoe, n1,positive,voice
Oreo#kbnjl,ggs,positive,voice
Oreo#kbnjl, nice g,positive,voice
Oreo#kbnjl, glhf,positive,voice
Oreo#kbnjl, gh,positive,voice
Phoxsap#2223,Ggs,positive,voice
Phoxsap#2223, nice,positive,voice
Phoxsap#2223, game,positive,voice
Phoxsap#2223, thank you,positive,voice
Phoxsap#2223, ,positive,voice
tinapangtubol#kobe,nt,positive,voice
tinapangtubol#kobe, gg,positive,voice
tinapangtubol#kobe, nice game,positive,voice
tinapangtubol#kobe, it's okay,positive,voice
tinapangtubol#kobe, good job,positive,voice
tinapangtubol#kobe, don't mind,positive,voice
tinapangtubol#kobe, good try,positive,voice
tinapangtubol#kobe, nice team,positive,voice
Kuraidu #yAah,Gg,positive,voice
Kuraidu #yAah, Nice game,positive,voice
Kuraidu #yAah, Good luck have fun,positive,voice
Kuraidu #yAah, Sheesh,positive,voice
Kuraidu #yAah, Well Played,positive,voice
Kuraidu #yAah, You're cracked,positive,voice
Kuraidu #yAah, You're so good,positive,voice
Kuraidu #yAah, Great Job,positive,voice
Kuraidu #yAah, Let's Play another game,positive,voice
Kuraidu #yAah, Cheater (sometimes it is off but I accept it as compliment),positive,voice
Road#0020,NC,positive,voice
Road#0020, WP,positive,voice
Road#0020, GG,positive,voice
Road#0020, You're better,positive,voice
Road#0020, Sheesh (amazement),positive,voice
Dooby #babi,Nice try,positive,voice
Dooby #babi, it's okay.,positive,voice
SSPH 麗直#715,Nice try,positive,voice
SSPH 麗直#715, It’s okay (Agent Name),positive,voice
SSPH 麗直#715, Next time please don’t peak like that (in a calming voice),positive,voice
SSPH 麗直#715, Good job,positive,voice
Shanice#111,Nice try,positive,voice
Shanice#111, thats ok,positive,voice
Shanice#111, nice one,positive,voice
Skept1c#PNDA,Ggwp,positive,voice
Skept1c#PNDA, wp,positive,voice
Skept1c#PNDA, nice try,positive,voice
Skept1c#PNDA, ,positive,voice
yuzwmiski#euge,NT,positive,voice
yuzwmiski#euge, NS,positive,voice
yuzwmiski#euge, GG,positive,voice
yuzwmiski#euge, it's okay we all have our bad day. ,positive,voice
jidi #ritze,nt,positive,voice
jidi #ritze, good job,positive,voice
jidi #ritze, can we be friends,positive,voice
I See That Im #ceeg,gg,positive,voice
I See That Im #ceeg, wp,positive,voice
I See That Im #ceeg, nice one,positive,voice
AysKreme#MVRA,Ggs,positive,voice
AysKreme#MVRA, nice shot,positive,voice
AysKreme#MVRA, ns,positive,voice
AysKreme#MVRA, nice flick,positive,voice
AysKreme#MVRA, sheeesh,positive,voice
RAGING T1TE !vamos,Nt,positive,voice
RAGING T1TE !vamos,ggs,positive,voice
RAGING T1TE !vamos, its okay bro,positive,voice
RAGING T1TE !vamos, bawi next round,positive,voice
RAGING T1TE !vamos, req kayo baril❤️,positive,voice
RAGING T1TE !vamos, pahiramin kita skin,positive,voice
Pikayuls#GEAR,Gg,positive,voice
Pikayuls#GEAR, thank you,positive,voice
Pikayuls#GEAR, nice game,positive,voice
Potato#KIT,Ggs,positive,voice
Potato#KIT, Nc,positive,voice
Potato#KIT, wp,positive,voice
Potato#KIT, n1,positive,voice
Potato#KIT, ns,positive,voice
Potato#KIT, etc..,positive,voice
0,nays wan,positive,voice
0, ns,positive,voice
0, nt,positive,voice
0, nice,positive,voice
0, ey,positive,voice
Sayonara #yssa,Nice one,positive,voice
Sayonara #yssa, nice g,positive,voice
Sayonara #yssa, its okay nice try,positive,voice
artem1s #LUNA,GG,positive,voice
artem1s #LUNA, NT,positive,voice
artem1s #LUNA, nice,positive,voice
artem1s #LUNA, damn,positive,voice
CHOLO #HUSK,Good game,positive,voice
CHOLO #HUSK, Nice shots,positive,voice
CHOLO #HUSK, Nice Game ,positive,voice
Lotus#sugar,Nt,positive,voice
Lotus#sugar, ggs,positive,voice
Lotus#sugar, ggwp,positive,voice
Lotus#sugar, nice shot,positive,voice
Lotus#sugar, sheesh,positive,voice
Lotus#sugar, glhf,positive,voice
Aiyu#messy,ggwp ; glhf; Nice try ; its okay;,positive,voice
Erin#Bliss,Nice clutch!,positive,voice
Erin#Bliss, Sheesh,positive,voice
Erin#Bliss, You're good!,positive,voice
jotdog#shesh,nice try,positive,voice
jotdog#shesh, good game,positive,voice
jotdog#shesh, its okay,positive,voice
jotdog#shesh, you can do it,positive,voice
Diko na po maalala,ggs,positive,voice
Diko na po maalala, wp,positive,voice
Diko na po maalala, ggwp,positive,voice
Diko na po maalala, nice G,positive,voice
Wala ,GG,positive,voice
Wala ,GGWP,positive,voice
Wala ,nc1,positive,voice
JesusFries #6969,nt especially when my aim's so bad hehe,positive,voice
La muerte #1412,Nice game,positive,voice
La muerte #1412, well played,positive,voice
La muerte #1412, nice shot ,positive,voice
guiche#lorum,nice,positive,voice
guiche#lorum, gg,positive,voice
guiche#lorum, gga,positive,voice
guiche#lorum, gh,positive,voice
guiche#lorum, ns,positive,voice
guiche#lorum, *agent name* yern,positive,voice
guiche#lorum, uy gago nice,positive,voice
ARTS Hoshiko #EXR,good job,positive,voice
ARTS Hoshiko #EXR, its okay nice try,positive,voice
ARTS Hoshiko #EXR, ur so good,positive,voice
ARTS Hoshiko #EXR, ,positive,voice
Summer #May,Nice try,positive,voice
Summer #May, good try,positive,voice
Summer #May, all good,positive,voice
Summer #May, no worries,positive,voice
Summer #May, you're too good!,positive,voice
Summer #May, it's fine it's just a game chill,positive,voice
Summer #May, it's alright let's do beyter next round.,positive,voice
MartinDeCello #LCN79,Nice try,positive,voice
MartinDeCello #LCN79, it's alright,positive,voice
MartinDeCello #LCN79, you did your best,positive,voice
MartinDeCello #LCN79, next time be better ,positive,voice
sve#10969,nice,positive,voice
sve#10969, nice try,positive,voice
sve#10969, sheesh,positive,voice
sve#10969, great job,positive,voice
sve#10969, good job,positive,voice
Pupibro シ #PUPI,GG,positive,voice
